LIA_NUM,DATE,APE_SICORE,LIB_SICORE,EVT_SICORE,AUTO,NAT_SICORE,SURF
J00010016012,2022-03-23 03:34:46,9609Z,CONCIERGERIE GESTION DE BIENS EN LOCATION COURTE DUREE ACCEUIL MENAGE ENTRETIEN DU BIEN  INTENDANCE GARDIENAGE MENAGE AIDE ADMINISTRATIVE,01P,X,,
J00010007102,2022-03-15 19:36:00,9609Z,ASSISTANCE ET CONSEILS A LA PERSONNE  A DOMICILE AIDES A L UTILISATION OUTIL INFORMATIQUE A LA GESTION DES COMPTES JARDINAGE BRICOLAGE,01P,X,,
J00010016962,2022-03-23 19:35:40,1629Z,TOURNAGE SUR BOIS   CREATION ET VENTE,01P,M,04,
J00010017242,2022-03-24 03:38:34,4729Z,CUEILLETTE ET VENTE DE PLANTES SAUVAGES,01P,C,,
J00010013837,2022-03-19 03:54:44,4321A,INSTALLATION ET MAINTENANCE DES RESEAUX ELECTRIQUE  BASSE TENSION  FAIBLE COURANT  ET DE TELECOMMUNICATION,01P,X,,
J00010009538,2022-03-15 03:35:16,4719B,ACHAT ET REVENTE D ACTIFS,01P,C,99,
J00010014462,2022-03-19 19:31:35,7410Z,CONCEPTION ET CONSEIL PAR LA METHODOLOGIE DESIGN,01P,X,,
J00010016988,2022-03-24 13:57:59,9602B,PROTHESIE ONGULAIRE SANS MANUCURIE  VERNIS SEMI PERMANENT  NAIL ART,01P,M,99,
J00010016848,2022-03-23 19:35:28,9609Z,REALISATION DE TATOUAGES ARTISTIQUES,05P,X,,
J00010010932,2022-03-14 03:34:11,4764Z,VENTE D EQUIPEMENTS SPORTIFS,01P,C,99,
J00010007482,2022-03-11 19:32:50,9609Z,NOURRISSAGE DES CHIENS   EDUCATION CANINE   ENTRETIEN DES ENCLOS   SOINS VETERINAIRES,01P,X,,
J00010007458,2022-03-11 19:32:48,5920Z,STUDIO D ENREGISTREMENT MIX ET PRODUCTION MUSICALE,05P,X,,
J00010007557,2022-03-11 19:32:53,8559A,FORMATION EN SANTE  EN GROUPE OU INDIVIDUELLE  SUR SITE OU AU SIEGE DE L ENTREPRISE ,05P,X,,
J00010007698,2022-03-11 19:33:02,7410Z,DECORATRICE FREQUISTE INTERIEUR,01P,X,,
J00010007607,2022-03-11 19:32:57,9609Z,TECHNIQUE MANUELLE DE BIEN ETRE ET DE LACHER PRISE,01P,X,,
J00010007672,2022-03-11 19:32:59,8690F,ENTRETIENS DE PSYCHOLOGIE CLINIQUE,05P,X,,
J00010013688,2022-03-21 14:07:26,7311Z,DEVELOPPEMENT  MEDIA  COMMUNICATION,05P,X,,
J00010007722,2022-03-11 19:33:03,9609Z,PROMENADE CHIENS,01P,X,,
J00010012672,2022-03-17 03:36:47,7490B,AGENT ARTISTIQUE   PLACEMENT ET REPRESENTATION DES ARTISTES,05P,X,,
J00010012417,2022-03-16 19:35:33,7112B,CONSULTANT ET FORMATEUR DANS DIVERS DOMAINES D INGENIERIE  PRODUCTION D ATELIERS ET D OUTILS DE VULGARISATION SCIENTIFIQUES ET TECHNIQUES ,01P,L,,
J00010015808,2022-03-22 19:34:46,8560Z,CONSEIL ET FORMATION POUR LES ETUDIANTS  ENTREPRISES  ASSOCIATIONS  COLLECTIVITES ET ADMINISTRATIONS,01P,X,,
J00010015188,2022-03-21 19:35:01,9609Z,ACCOMPAGNEMENT A LA PERSONNE DANS LA PREVENTION DE SA SANTE,05P,X,,
J00010017077,2022-03-23 19:35:49,4791A,VENTE DE SERVICES EN LIGNE DANS LE DOMAINE DE L INFORMATIQUE  DU DESIGN  ACHAT DE MARCHANDISES AUPRES DE FOURNISSEUR ET REVENTE DE CELLES C,01P,C,99,
J00010011377,2022-03-15 09:51:39,8690F,HYPNOTHERAPIE,05P,X,,
J00010015972,2022-03-23 10:50:19,8299Z,ACTIVITES DE CONSEIL AUX ENTREPRISES,54P,X,,
J00010012698,2022-03-17 03:36:50,7420Z,PRESTATION DE PHOTOGRAPHIE ET RETOUCHES PHOTO A DES FINS COMMERCIALES OU SOCIALES,01P,X,,
J00010014488,2022-03-19 19:31:38,9329Z,ANIMATION D ATELIERS MUSICAUX,01P,X,,
J00010014728,2022-03-21 03:37:04,7490B,PRESTATION DE SENSIBILISATION AU DEREGLEMENT CLIMATIQUE,01P,X,,
J00010014868,2022-03-21 19:34:45,8559B,ENSEIGNER L ANGLAIS AUX ENFANTS ET ADULTES,01P,X,,
J00010013597,2022-03-18 11:31:43,6619B,CONSEIL PATRIMONIAL,01P,X,,
J00010017887,2022-03-25 11:32:22,1413Z,CREATION  REALISATION ET VENTE DE VETEMENTS ET ACCESSOIRES EN TISSU POUR ENFANT ,01P,C,99,
J00010013068,2022-03-18 10:53:09,9604Z,NATUROPATHE   CONSULTATION DE NATUROPATHIE   MASSAGE BIEN ETRE,01P,L,,
J00010004703,2022-03-04 19:32:31,6910Z,JURISTE EXTERNALISEE   CONSEIL JURIDIQUE  REDACTION CONTRACTUELLE,05P,X,,
J00010019552,2022-03-26 19:31:37,9603Z,SERVICE FUNERAIRE EN TANT QUE CONSEILLER FUNERAIRE ET MAITRE DE CEREMONIE,01P,C,99,
J00010016798,2022-03-23 19:35:08,7410Z,DESIGN INDUSTRIEL ET GRAPHIQUE   CONCEPTION DE NOUVEAUX PRODUITS ET IDENTITES REPONDANT A LA DEMANDE D UN CLIENT ,01P,X,,
J00010006518,2022-03-25 13:58:37,8121Z,SERVICE PERSONNE,05P,L,,
J00010020808,2022-03-28 19:34:41,4321A,INSTALLATION DE LA FIBRE OPTIQUE,01P,M,99,
J00010015998,2022-03-23 19:35:38,8559A,FORMATION EN LIGNE EN COPYWRITING,01P,X,,
J00010019958,2022-03-28 03:31:59,3213Z,FABRICATION ET REPARATION DE BIJOUX FANTAISIE,01P,C,99,
J00010020097,2022-03-28 03:32:13,7021Z,CONSEIL ET STRATEGIE DE COMMUNICATION AUPRES DES MARQUES ET ENTREPRISE ,01P,X,,
J00010010908,2022-03-14 03:34:11,4791A,VENTE EN LIGNE   HABILLEMENT   ACCESSOIRES  BEAUTE,01P,C,99,
J00010017002,2022-03-23 19:35:42,1512Z,CREATION ET FABRICATION D ARTICLES DE MAROQUINERIE ET PETITE MAROQUINERIE  SACS  PORTEFEUILLE  PORTE CARTES  ETC  ,05P,M,04,
J00010014579,2022-03-20 03:38:18,6201Z,DEVELOPPEMENT FULL STACK D APPLICATIONS WEB ET MOBILE ,01P,X,,
J00010018489,2022-03-25 19:52:51,6203Z,SERVICE INSTALLATION MAINTENANCE FORMATION ET CREATION DE LOGICIEL ET OU SITE WEB,01P,C,99,
J00010018232,2022-03-25 11:33:14,4520A,RENOVATION VEHICULE ANCIEN,01P,M,99,
J00010018638,2022-03-25 19:55:32,6209Z,VENTE DE SERVICES ET ABONNEMENTS INFORMATIQUES,01P,C,99,
J00010011088,2022-03-14 11:31:37,7430Z,TRADUCTION  REDACTION  TRAVAUX AUTOUR DE LA LANGUE ,05P,X,,
J00010018752,2022-03-25 19:55:40,4789Z,VENTE DE PRET A PORTER ET CHAUSSURES COMMERCE AMBULANT,05P,C,16,
J00010020907,2022-03-29 03:54:57,4511Z,JE VOUDRAIS VENDRE DES VEHICULES ,01P,C,99,
J00010010288,2022-03-13 03:32:06,5911B,REALISATION DE CLIPS VIDEO  CAPTATION ET EDITION  A DESTINATION DES ENTREPRISES ET DES PARTICULIERS ,01P,C,04,
J00010018307,2022-03-27 11:31:19,4332A,AGENCEMENT INTERIEUR,01P,M,14,
J00010020527,2022-03-29 03:55:02,1623Z,CONSTRUCTION BOIS  AMENAGEMENT INTERIEUR ET EXTERIEUR  TERRASSE  ABRI DE JARDIN   ,01P,M,14,
J00010021087,2022-03-29 03:55:11,4329B,CONSTRUCTION CLOTURES  TERRASSES   ALLEES  ,01P,M,14,
J00010014439,2022-03-19 19:31:32,7022Z,ACTIVITE DE CONSEIL A DESTINATION DES ENTREPRISES,01P,X,,
J00010020998,2022-03-29 03:55:05,8551Z,COURS DE YOGA,01P,C,99,
J00010021038,2022-03-29 03:55:07,7410Z,SERVICES D ARCHITECTURE D INTERIEUR  DESIGN  ILLUSTRATIONS ET GRAPHISME,01P,X,,
J00010021012,2022-03-29 03:55:06,5320Z,LIVRAISON DE REPAS POUR UBER EAT JUST FAB,01P,C,99,
J00010012458,2022-03-16 19:35:38,8551Z,DISPENSE DE COURS DE YOGA HORS DU LIEU DE DOMICILIATION  ACCESSOIREMENT  ORGANISATION DE STAGES DE YOGA ,01P,X,,
J00010015758,2022-03-22 19:34:41,7420Z,REPORTAGES PHOTO ET PORTRAITS POUR ILLUSTRER LES SITES WEB ET LES VISUELS POUR LES ENTREPRISES ET LES PARTICULIERS ,01P,X,,
J00010009629,2022-03-12 19:31:44,1813Z,CONCEPTION ET PRODUCTION EN IMPRESSION 3D,05P,X,,
J00010009827,2022-03-12 19:31:48,4791B,L ACTIVITE EST COMPOSEE DE L ACHAT DE  PIERRE FINE  VIA UN FOURNISSEUR POUR ENSUITE LES REVENDRE SUR UN SITE INTERNET DEDIE ,01P,C,99,
J00010017762,2022-03-25 11:32:17,1092Z,FABRICATION DE FRIANDISES ARTISANALES POUR ANIMAUX DE COMPAGNIE,01P,C,99,
J00010007649,2022-03-11 19:32:59,7410Z,ARCHITECTURE D INTERIEUR   DESIGN  PRESTATIONS DE CONCEPTIONS POUR PROFESSIONNELS OU PARTICULIERS  2D  3D  DEVIS  RENDUS PHOTOREALISTES   ,01P,X,,
J00010020188,2022-03-28 08:33:43,8121Z,ACTIVITE DE MENAGE,05P,X,,
J00010018992,2022-03-28 11:54:51,9609Z,EDUCATION ET RESOLUTION DES TROUBLES DU COMPORTEMENT CANIN A DOMICILE ,01P,M,99,
J00010017309,2022-03-24 14:36:39,4932Z,TRANSPORT DE PERSONNES VTC,01P,M,99,
J00010018919,2022-03-26 04:16:38,9529Z,PETITS TRAVAUX DE BRICOLAGE,05P,M,99,
J00010019859,2022-03-27 19:31:29,4333Z,POSE DE CARRELAGE ET PLAQUISTE,01P,M,14,
J00010016699,2022-03-23 11:31:39,8121Z,TOUS TRAVAUX  D ENTRETIEN,01P,X,,
J00010007599,2022-03-11 19:32:56,8211Z,ASSISTANAT ADMINISTRATIF ET COMMERCIAL,01P,C,99,
J00010012532,2022-03-16 19:35:43,4791B,ACHAT ET REVENTE D HUILES ESSENTIELLES PAR LE BIAIS D UN SITE DE E COMMERCE ,01P,C,99,
J00010019628,2022-03-26 19:31:44,5911B,REALISATION OCCASIONNEL DE VIDEOS ,01P,X,,
J00010019602,2022-03-26 19:31:42,4791A,VENTES A DISTANCE,01P,C,99,
J00010017572,2022-03-26 19:31:49,5320Z,ACTIVITE DE COURSIER,01P,C,99,
J00010014629,2022-03-21 19:35:00,9609Z,MISE EN PLACE DE SUIVIS ET DE CONSEILS ALIMENTAIRES ADAPTES A CHAQUE PATIENT,01P,X,,
J00010007789,2022-03-16 19:35:28,4791B,UPCYCLING   ACHAT DE MEUBLES D OCCASIONS   RENOVATION ET TRANSFORMATION RELOOKING DES MEUBLES   VENTE DES MEUBLES  EN LIGNE  ,01P,C,99,
J00010017259,2022-03-24 03:38:35,4399C,MACONNERIE GENERALE  TRADITIONNELLE SUR CHANTIER PROFESSIONNEL ET PARTICULER,01P,M,14,
J00010017648,2022-03-25 11:32:10,4791A,VENTE E COMMERCE SUR FBA AMAZON,01P,C,99,
J00010005460,2022-03-08 19:37:18,5814Z,REDACTION WEB SEO  AUDIT SEO  TRANSCRIPTION AUDIO  CORRECTION  RELECTURE  SOUS TITRAGE VIDEO,01P,X,,
J00010005510,2022-03-08 19:37:21,7022Z,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,05P,X,,
J00010011419,2022-03-14 19:33:18,9609Z,SOIN ENERGETIQUE DE PERSONNE  BIEN ETRE  RADIESTHESIE  MEDIUMNITE,05P,X,,
J00010011237,2022-03-17 15:19:59,1413Z,COUTURE,01P,X,,
J00010015147,2022-03-21 19:34:58,7022Z,PRESTATION DE CONSEIL EN MANAGEMENT ET ORGANISATION ET COACHING,01P,X,,
J00010020238,2022-03-28 11:32:20,9329Z,LE TRAVAIL PRINCIPAL DE LA MICRO ENTREPRISE CONSISTERA A MONTER DES ANIMATIONS  DES ATELIERS PEDAGOQIQUES  ET LA COORDINATION DE PROJETS,01P,X,,
J00010014967,2022-03-21 19:34:52,9603Z,TOUS SERVICES FUNERAIRES HORS THANATOPRAXIE  EMBAUMEMENT  MARBRERIE  CORBILLARD ET PRESENTATION DU CORPS,05P,C,99,
J00010019842,2022-03-27 19:31:26,9529Z,BRICOLAGE,01P,X,,
J00010013019,2022-03-17 19:32:44,7420Z,PHOTOGRAPHE  VIDEASTE ET DRONE POUR PARTICULIERS ET PROFESSIONNELS,05P,M,99,
J00010018273,2022-03-25 11:33:18,4789Z,VENTE DE VAISSELLE SUR EVENTAIRES ET MARCHES,05P,C,16,
J00010019982,2022-03-28 03:32:00,5320Z,LIVRAISON DE PRODUITS  UBER EATS ,05P,C,99,
J00010012243,2022-03-16 19:35:28,6202A,PRESTATION DE CONSEIL EN INFORMATIQUE ET DEVELOPPEMENT LOGICIEL,05P,X,,
J00010006963,2022-03-12 11:31:35,0143Z,ECURIE DE PROPRIETAIRE POUR CHEVAUX ET PONEYS  2 FORMULES   PENSION BOX AVEC SORTIE AU PRE TOUS LES JOURS ET PENSION AU PRE AVEC ABRIS ,01P,X,,
J00010018612,2022-03-28 11:20:43,8121Z,MULTISERVICES,54P,M,99,
J00010012987,2022-03-17 19:32:43,8559B,PRESTATION DE FORMATIONS OCCASIONNELLES POUR DES CENTRES DE FORMATION AGREES,01P,X,,
J00010020048,2022-03-28 03:32:07,4331Z,TRAVAUX DE PLATRERIE ET DE PEINTURE,05P,M,14,
J00010017143,2022-03-25 11:32:06,9003A,CONCEPTION D OEUVRES D ART BASE SUR UNE PRATIQUE DU NUMERIQUE,01P,X,,
J00010017937,2022-03-25 11:32:27,5520Z,LOCATION DE TOURISME CHAMBRE D HOTES,01P,C,99,
J00010011963,2022-03-15 19:35:58,8899B,ACTIVITE PHYSIQUE ADAPTEE EN PREVENTION  PRIMAIRE  SECONDAIRE  TERTIAIRE   CONSEILS ET ACCOMPAGNEMENT SUR DES PROJETS DE PREVENTION,01P,X,,
J00010014892,2022-03-21 19:34:49,8211Z,SECRETARIAT INDEPENDANT   PRESTATIONS DE SECRETARIAT ADMINISTRATIF  COMMERCIAL ET MEDICAL ,01P,C,99,
J00010008027,2022-03-12 03:42:00,4511Z,ACHAT ET VENTE DE VEHICULE,05P,C,99,
J00010013142,2022-03-17 19:32:56,7022Z,CONSULTANT EN ENTREPRISE  AUDITS INTERNES  CIBLAGE DE DEFAILLANCES AU SEIN D UNE ORGANISATION ET DEVELOPPEMENT DE SOLUTIONS A APPLIQUER,01P,X,,
J00010008167,2022-03-12 03:42:09,4791B,RESPONSABLE DE  RUCHE QUI DIT OUI   ,01P,C,99,
J00010019792,2022-03-28 10:16:55,4321A,INSTALLATIONS  DEPANNAGE ET MODIFICATION D INSTALLATIONS ELECTRIQUES,54P,M,99,
J00010012359,2022-03-21 19:34:51,9609Z,HOME   OFFICE ORGANISING ET HOME MANAGEMENT   CONSEIL EN ORGANISATION ET TRI DE L INTERIEUR  AIDE GESTION FAMILIALE DU TEMPS ET DU BUDGET,05P,X,,
J00010007912,2022-03-12 03:42:00,8891A,GARDE D ENFANTS DE MOINS DE 3 ANS A LEURS DOMICILE  REPAS  CHANGE  SIESTE HABILLAGE DESHABILLAGE ETC  ,01P,X,,
J00010018893,2022-03-26 04:16:38,4791A,ACHAT REVENTE DE PRODUITS D OCCASIONS EN LIGNE,05P,C,99,
J00010012383,2022-03-16 19:35:32,6201Z,PRESTATIONS DE SERVICE EN INGENIERIE INFORMATIQUE   CONCEPTION DE LOGICIELS  PROGRAMMATION  TESTS  DEPLOIEMENT  SUIVI DE LA PRODUCTION ,01P,X,,
J00010009843,2022-03-14 10:52:42,4511Z,NEGOCIANT DE MATERIELS MACHINE OUTILS PROFESSIONNELS AGRICOLES ET AUTOMOBILES,05P,C,99,
J00010012649,2022-03-17 03:36:45,7022Z,FOURNITURE DE CONSEIL EN MARKETING STRATEGIQUE,01P,X,,
J00010011229,2022-03-17 03:36:48,1413Z,COUTURE,01P,X,,
J00010018067,2022-03-25 11:32:39,4711C,CREATION ET DEVELOPPEMENT D UN RESEAU DE SUPERETTES A VOCATION ANTI GASPILLAGE ,01P,C,99,
J00010018117,2022-03-25 11:32:45,1392Z,FABRICATION ET VENTE D ARTICLES TEXTILES SAUF HABILLEMENT PAR INTERNET,01P,M,04,
J00010017093,2022-03-23 19:35:52,6831Z,ACTIVITES IMMOBILIERES POUR LE COMPTE DE TIERS,01P,R,,
J00010015907,2022-03-22 19:35:00,1629Z,FABRICATION D OBJETS DIVERS  USTENSILES DE CUISINE  BIJOUX  STYLOS     ET DE MEUBLE EN BOIS ,01P,M,04,
J00010009017,2022-03-12 19:31:40,5621Z,TRAITEUR A DOMICILE  CREATION DE BRUNCH BOX LIVREES A DOMICILE ,01P,C,99,
J00010009777,2022-03-12 19:31:46,6619B,CONSEIL FINANCIER,05P,C,99,
J00010008043,2022-03-12 03:42:03,4941A,TRANSPORT DE FRET INTERURBAINS,01P,C,99,
J00010018257,2022-03-25 11:33:16,2341Z,FABRICATION ET VENTE ARTICLES EN CERAMIQUE AVEC ATELIERS RECREATIFS,05P,M,04,
J00010012102,2022-03-15 19:36:07,7420Z,REALISATION  MONTAGE VIDEO  ENREGISTREMENT AUDIO  ACCOMPAGNEMENT ,01P,X,,
J00010009058,2022-03-12 19:31:42,8690F,PSYCHOLOGUE CLINICIENNE  PSYCHOTHERAPEUTE,01P,X,,
J00010018158,2022-03-25 11:33:08,4932Z,ARTISANS TAXI AUTORISES A TRANSPORTER DES VOYAGEURS DANS UNE VOITURE LEGERE,01P,M,99,
J00010008092,2022-03-25 11:32:35,0161Z,PRESTATION DE SERVICE AUX EXPLOITANTS AGRICOLES ET TRAVAUX PUBLIQUES,01P,X,,
J00010018042,2022-03-25 11:32:38,4791A,COMMERCANT,01P,C,99,
J00010013043,2022-03-17 19:32:46,6831Z,REALISATION DE TOUTES ETUDES IMMOBILIERES  EXPERTISE IMMOBILIERE   CONSEIL IMMOBILIER ,05P,X,,
J00010009793,2022-03-12 19:31:46,8211Z,SAISIE COMPTABLE ET ADMINISTRATIVE POUR LES ENTREPRISES ET LES PARTICULIERS,01P,X,,
J00010015063,2022-03-21 19:34:57,7490B,MANAGEMENT DE SPORTIFS,05P,X,,
J00010011518,2022-03-19 03:54:44,4791B,FABRICATION D ACCESSOIRES  COUTURE  TISSUS  PERLES  MERCERIE  LAINE ,01P,C,99,
J00010018182,2022-03-25 11:33:11,4399C,TRAVAUX DE MACONNERIE GENERALE ET GROS OEUVRE,01P,M,14,
J00010018422,2022-03-25 11:33:22,7021Z,CONSEIL EN COMMUNICATION,05P,X,,
J00010014793,2022-03-21 11:32:16,4791B,RESERVATION DE NUITEES D HOTEL VIA UN SITE INTERNET  GESTION DEPUIS LA DEMANDE DE DEVIS JUSQU AU PAIEMENT,01P,C,99,
J00010015238,2022-03-22 03:36:32,8551Z,COURS DE YOGA,01P,X,,
J00010020139,2022-03-28 03:32:17,8121Z,ACTIVITE DE MENAGE,01P,X,,
J00010017283,2022-03-24 03:38:40,4941A,CONVOYAGE DE VEHICULE SANS TRANSPORT DE MARCHANDISES,01P,C,99,
J00010016749,2022-03-23 19:35:05,9609Z,PENSION FAMILLIALE ET VISITES   PROMENADES CHIENS  CHATS,01P,X,,
J00010015212,2022-03-22 03:36:30,5911B,PRODUCTION DE FILMS INSTITUTIONNELS ET PUBLICITAIRES,01P,M,99,
J00010004380,2022-03-03 13:58:58,6201Z,CONSEIL ET FORMATION EN WEBMARKETING  PRESTATIONS DE REALISATION DE SITES WEB  DE CAMPAGNES DE PUBLICITE EN LIGNE ET SEO  SEA  SEM,54P,X,,
J00010016889,2022-03-23 19:35:30,5320Z,LIVRAISON DE REPAS A DOMICILE,01P,C,99,
J00010016939,2022-03-23 19:35:34,4333Z,AGENCEMENT  POSE DE LAMBRIS  PARQUETS  FABRICATION ET POSE DE MOBILIER INTERIEUR ET EXTERIEUR  DE CLOISONS  ESCALIERS  PORTES   ,01P,M,14,
J00010010478,2022-03-13 19:31:34,4791A,VENTE D UN SERVICE HEBERGE EN LIGNE,01P,C,99,
J00010010593,2022-03-13 19:31:37,5320Z,COURSIER DELIVEROO,01P,C,99,
J00010007433,2022-03-11 11:31:44,9003B,REDACTION DE CONTENU CULTUREL EN LIGNE,01P,X,,
J00010015279,2022-03-22 03:36:36,8559B,L ACTIVITE PRINCIPALE CONSISTE A EDUQUER  FORMER A LA TRANSITION  ECOLOGIQUE ET AU DEVELOPPEMENT DURABLE PAR LE BIAIS DES JEUX SERIEU,01P,X,,
J00010017069,2022-03-23 19:35:45,3213Z,CREATION ET FABRICATION DE BIJOUX FANTAISIE,01P,C,99,
J00010017119,2022-03-23 19:35:55,9602B,ACTIVITE D ESTHETICIENNE,01P,M,99,
J00010014843,2022-03-21 19:34:44,1413Z,COUTURE  ANIMATION D ATELIERS DE FORMATION AUTOUR DE LA COUTURE  RETOUCHES  CREATIONS TEXTILES  CREATION DE PATRONS ET COMMERCIALISATION ,01P,X,,
J00010018539,2022-03-25 19:55:27,7021Z,JE REALISE DES MISSIONS DE CONSEIL EN STRATEGIE DE COMMUNICATION EDITORIALE ET EN STRATEGIE CREATIVE ,05P,C,99,
J00010019719,2022-03-26 19:31:47,4932Z,TRANSPORT DE TOURISME AVEC CHAUFFEUR VTC,01P,C,99,
J00010015048,2022-03-21 19:34:56,9609Z,SEANCES INDIVIDUELLES ET COLLECTIVES D ACCOMPAGNEMENT PSYCHOLOGIQUE ,01P,X,,
J00010019768,2022-03-27 08:31:23,7111Z,DESSINATEUR  PROJETEUR  MODELISATEUR  BIM MANAGER,01P,X,,
J00010021129,2022-03-29 03:55:13,9602B,PROTHESISTE ONGULAIRE,01P,M,99,
J00010017739,2022-03-28 14:02:12,4791A,VENTE DE CREATION,01P,C,99,
J00010007573,2022-03-11 19:32:53,8690F,PSYCHOLOGUE,05P,L,,
J00010007763,2022-03-11 19:33:07,4642Z,VENTE DE VETEMENTS ET ACCESSOIRES DE SECOND MAIN  IL S AGIT DE VETEMENTS DE MARQUE ET DE LUXE VINTAGE,01P,C,99,
J00010012003,2022-03-15 19:36:01,7490B,ACTIVITE DE CONSEIL ET DE R D DANS LE DOMAINE DE LA CHIMIE ET PARACHIMIE,05P,X,,
J00010013167,2022-03-17 19:32:56,9319Z,GUIDE HAUTE MONTAGNE,05P,X,,
J00010013092,2022-03-17 19:32:53,8559B,FORMATION EN SECURITE AU TRAVAIL   CACES  GESTES ET POSTURES  INCENDIE  TRAVAIL EN HAUTEUR    ,01P,X,,
J00010014553,2022-03-20 03:38:16,9602B,PROTHESIE ONGULAIRE   POSE D ONGLE EN GEL   RALLONGEMENT   SEMI PERMANENT,01P,X,,
J00010017697,2022-03-25 11:32:11,8559A,FORMATION PROFESSIONNELLE CONTINUE DES ADULTES,05P,X,,
J00010018950,2022-03-26 04:18:47,8121Z,ACTIVITE DE MENAGE,01P,X,,
J00010015923,2022-03-22 19:35:03,8219Z,TRAVAUX DE SECRETARIAT  REDACTION DE DOCUMENTS  CLASSEMENT DE DOCUMENTS  FACTURES ,01P,M,99,
J00010014520,2022-03-19 19:31:43,8559A,ACTIVITE DE FORMATION  DISPENSER DES COURS  DISPENSER DES CONFERENCES  PILOTER DES TRAVAUX DIRIGES  EVALUER ,01P,X,,
J00010010718,2022-03-13 19:31:45,9601B,MENAGE   REPASSAGE,01P,X,,
J00010014827,2022-03-21 19:34:41,8690F,ENERGETIQUE TRADITIONNELLE CHINOISE,01P,X,,
J00010019040,2022-03-26 04:18:55,4791B,JE CONFECTIONNE ET VENDS DES ARTICLES DE PAPETERIE PERSONNALISABLE VIA UN SITE INTERNET   AGENDAS  PLANNER  CARNETS DE NOTES    ,01P,C,99,
J00010017952,2022-03-25 14:45:02,7420Z,CREATION ET VENTE DE PHOTOGRAPHIES ET DES DROITS QUI Y SONT ASSOCIES  A DES FINS DE COMMUNICATIONS VISUELLES DANS LE SECTEUR PRIVE ,54P,X,,
J00010016806,2022-03-23 19:35:25,4322A,PETITE PLOMBERIE ROBINETTERIE  PETITE MENUISERIE PARQUET FLOTTANT   PETITE ELECTRICITE   LUSTRE   MONTAGE DE MEUBLES   RENFORT EN ENTREPRI,01P,X,,
J00010010502,2022-03-13 19:31:34,7022Z,ACTIVITE DE CONSEIL AUPRES D ORGANISATIONS,01P,C,99,
J00010018240,2022-03-25 11:33:16,0162Z,SERVICES ET SOINS AU SEIN DES ECURIES  NETTOYAGE  GESTION DES SOINS  SOINS  SORTIES AU PADDOCK  ENTRAINEMENT DES CHEVAUX,01P,X,,
J00010008159,2022-03-12 03:42:07,4791B,VENTE VETEMENT SUR LE THEME DU JAPON ,01P,C,99,
J00010008530,2022-03-12 19:31:31,6201Z,EFFECTUER DES TACHES GRACE A UN OUTIL D EVALUATION EN LIGNE  LA TACHE IMPLIQUERA DE DETERMINER LA PERTINENCE ET LA PRECISION D INFORM,01P,X,,
J00010007540,2022-03-14 09:02:52,5811Z,EDITIONS ET DISTRIBUTION DE LIVRES ,,L,,
J00010017630,2022-03-25 11:32:09,8211Z,ADMINISTRATIF POUR LES ENTREPRISES ET PARTICULIERS,01P,M,99,
J00010018083,2022-03-25 11:32:42,9609Z,CONCIERGERIE  ENTRETIEN ET MAINTENANCE DE RESIDENCES  ACCUEIL DES LOCATAIRES  ASSISTANCE ET INTERVENTION EN CAS D URGENCE ,01P,X,,
J00010008506,2022-03-12 11:31:33,4791B,VENTE A DISTANCE DE MATERIELS AUDIOPHILES,01P,C,99,
J00010015816,2022-03-22 19:34:48,9609Z,PSYCHOTHERAPIE  THERAPIE ENERGETIQUE  SOIN REIKI  HYPNOTHERAPIE  THERAPIE PAR LE SON  CHI NEI TSANG,01P,L,,
J00010015766,2022-03-22 19:34:42,7490A,PRESTATAIRE DE SERVICE METREUR,05P,X,,
J00010018703,2022-03-25 19:55:34,7311Z,CONCEPTION DE SUPPORTS DE COMMUNICATION  PLAQUETTES  FLYERS      GESTION DES RESEAUX SOCIAUX ET CREATION VIDEO  TOURNAGE ET MONTAGE  ,01P,X,,
J00010016913,2022-03-25 12:46:46,6202A,CONSULTANT SERVICES INFORMATIQUES,05P,X,,
J00010018737,2022-03-25 19:55:37,1419Z,CREATION  ET REALISATION  DE VETEMENTS  LINGE DE MAISON  ACCESSOIRE POUR LES VENDRE ,01P,M,04,
J00010013753,2022-03-18 19:32:13,5520Z,CHAMBRE D HOTE,01P,C,99,
J00010013100,2022-03-17 19:32:53,8130Z,ENTRETIEN ESPACES VERTS   DEBROUSSAILAGE   TONTE   FACONNAGE DE BOIS DE CHAUFFAGE,01P,X,,
J00010019909,2022-03-27 19:31:34,7410Z,REALISATION ET CREATION D OBJETS ET MOBILIER EN DESSIN PUIS EN 3D ,01P,X,,
J00010020337,2022-03-28 19:33:59,8122Z,NETTOYAGE DE BATIMENTS ET LOCAUX,01P,M,99,
J00010014660,2022-03-20 19:31:34,8121Z,PETITS TRAVAUX DE SERVICES A LA PERSONNE DANS LA CONSTRUCTION ET L ENTRETIENS DE MAISONS ET D ESPACES VERTS ,01P,X,,
J00010017879,2022-03-25 11:32:20,4791B, L ACTIVITE   VENTE DE MOBILIER ET OU LUMINAIRE RELOOKES VIA MON SITE INTERNET  RESSOURCES   MOBILIER LUMINAIRE  PEINTURE  MACHINES OUTILS,01P,C,99,
